Date,Value,Is_Drift_Period
2023-01-16 13:56:19.371393,107.45071229516849,0
2023-01-17 13:56:19.371393,102.59026412428923,0
2023-01-18 13:56:19.371393,114.86899404484842,0
2023-01-19 13:56:19.371393,126.53176594619302,0
2023-01-20 13:56:19.371393,97.01145727818148,0
2023-01-21 13:56:19.371393,91.36445181267132,0
2023-01-22 13:56:19.371393,118.97548000153786,0
2023-01-23 13:56:19.371393,113.4790689374474,0
2023-01-24 13:56:19.371393,98.2949485170606,0
2023-01-25 13:56:19.371393,112.93253506640464,0
2023-01-26 13:56:19.371393,96.61140681004132,0
2023-01-27 13:56:19.371393,90.61577568186247,0
2023-01-28 13:56:19.371393,97.93637208076764,0
2023-01-29 13:56:19.371393,67.31527612586964,0
2023-01-30 13:56:19.371393,70.99776012489147,0
2023-01-31 13:56:19.371393,92.72462048621468,0
2023-02-01 13:56:19.371393,89.11463480451422,0
2023-02-02 13:56:19.371393,105.96459216496832,0
2023-02-03 13:56:19.371393,84.98667938809088,0
2023-02-04 13:56:19.371393,72.6294728578706,0
2023-02-05 13:56:19.371393,115.53852140727022,0
2023-02-06 13:56:19.371393,98.37720763342898,0
2023-02-07 13:56:19.371393,104.9798012460019,0
2023-02-08 13:56:19.371393,84.23139689230746,0
2023-02-09 13:56:19.371393,92.6668175169408,0
2023-02-10 13:56:19.371393,99.01110190175427,0
2023-02-11 13:56:19.371393,78.02156696793176,0
2023-02-12 13:56:19.371393,99.79846955963812,0
2023-02-13 13:56:19.371393,91.25026660718171,0
2023-02-14 13:56:19.371393,98.94877782615916,0
2023-02-15 13:56:19.371393,96.04391816008408,0
2023-02-16 13:56:19.371393,129.86798327923026,0
2023-02-17 13:56:19.371393,100.93492126126624,0
2023-02-18 13:56:19.371393,79.683188630879,0
2023-02-19 13:56:19.371393,106.73733513229558,0
2023-02-20 13:56:19.371393,82.71107876366422,0
2023-02-21 13:56:19.371393,105.67321921377793,0
2023-02-22 13:56:19.371393,76.41690962409028,0
2023-02-23 13:56:19.371393,80.26831892452037,0
2023-02-24 13:56:19.371393,99.20033173490113,0
2023-02-25 13:56:19.371393,106.52239231251215,0
2023-02-26 13:56:19.371393,99.7236060367606,0
2023-02-27 13:56:19.371393,98.65763636785243,0
2023-02-28 13:56:19.371393,99.68836561528606,0
2023-03-01 13:56:19.371393,83.10564626692633,0
2023-03-02 13:56:19.371393,90.1323201963598,0
2023-03-03 13:56:19.371393,90.39423175965138,0
2023-03-04 13:56:19.371393,110.49161700833976,0
2023-03-05 13:56:19.371393,102.77427863202074,0
2023-03-06 13:56:19.371393,74.32182553276107,0
